date,sales,profit
2017-09-02,229,3189.375328155659
2017-12-23,222,3343.7392040349037
2017-06-21,439,7738.714951161358
2017-10-06,999,6814.738393257606
2017-05-10,619,8789.38995787202
2017-06-15,756,9012.940164286956
2017-02-04,1059,6285.544057402564
2017-09-23,1028,2876.2339404355293
2017-05-20,1076,3198.3797570457127
2017-02-04,397,2631.097679931654
2017-05-09,323,3751.9296930634277
2017-12-21,230,5524.211883136414
2017-07-21,1071,8160.011048277146
2017-04-17,702,7435.55025633303
2017-05-02,310,8957.71176475767
2017-06-02,607,3826.6361887445796
2017-09-13,218,3317.946700604327
2017-04-30,376,7150.874244676137
2017-11-24,435,1155.8845405907614
2017-07-17,100,7583.0525999124375
2017-07-15,427,8904.732657063028
2017-07-10,671,1062.2922378075327
2017-01-26,390,5832.905786018349
2017-08-26,1021,8188.42329609429
2017-11-09,862,5271.796556163002
2017-06-25,319,1169.7409311240647
2017-11-11,1072,1461.135420479201
2017-12-17,167,1819.622639059237
2017-04-06,464,6385.646367147856
2017-06-16,625,9282.054551415828
2017-04-01,825,8998.554291399061
2017-10-31,538,9474.554363848467
2017-08-03,530,6514.357774858409
2017-03-03,524,4155.96090805393
2017-05-09,601,7272.746483174838
2017-02-07,346,7735.285232180453
2017-02-23,894,3677.1937039512077
2017-03-04,738,2891.3878308158096
2017-03-19,579,3857.7840818431355
2017-12-23,221,2257.1784277450843
2017-05-01,732,3695.9280133621746
2017-04-27,805,5263.882183482849
2017-05-12,740,8083.793864107616
2017-02-28,527,3531.6193658566235
2017-05-26,796,5702.143413740856
2017-04-15,767,3464.4107437786633
2017-07-11,700,8684.432666363748
2017-09-27,405,4596.846806168074
2017-08-31,515,7548.762885481698
2017-04-29,354,9921.012247427196
2017-12-20,962,5053.709605169219
2017-01-10,1002,8291.458722357573
2017-10-19,1097,4263.5733871722005
2017-12-05,830,4537.1269446969545
2017-01-13,1059,4272.8201896361425
2017-01-20,606,5020.296533568383
2017-02-06,954,7398.322333268929
2017-07-06,100,8630.096480919923
2017-10-24,1000,4281.934051345745
2017-01-21,388,6726.091386302709
2017-11-23,618,9166.76137268162
2017-05-26,322,3794.6514231900246
2017-10-16,825,2160.976430996696
2017-03-14,138,3172.5278153195263
2017-07-21,371,2383.5819607741796
2017-07-02,466,5858.437285581318
2017-08-05,783,6439.451271459222
2017-12-15,307,4112.773028599886
2017-06-10,695,2017.32846202185
2017-08-10,736,8418.580297061537
2017-06-21,359,5524.7674587529555
2017-01-11,396,2004.0334147108151
2017-06-20,964,1804.7268574377667
2017-08-04,138,1882.0846839359294
2017-08-14,111,1173.854108302668
2017-09-06,1095,6579.4398049545
2017-06-17,899,7699.893811862967
2017-08-31,487,4214.485407770633
2017-01-07,828,5602.802427117559
2017-03-16,676,6022.9685230152
2017-06-11,296,4525.251040901741
2017-05-10,773,4110.435974593486
2017-10-11,714,6425.549729029615
2017-10-28,1002,8162.681631224059
2017-01-03,840,7055.309653061935
2017-11-20,939,2991.5055936131807
2017-07-06,131,8057.557323027798
2017-03-26,450,7750.47603160823
2017-04-17,102,9862.216422724774
2017-04-19,240,8404.055260785331
2017-12-18,959,8630.210829086041
2017-11-06,1075,4327.7993989091565
2017-06-11,444,3687.4413056497715
2017-11-18,537,5660.555237875431
2017-11-15,537,5636.860302922009
2017-10-31,191,2068.7408317303925
2017-06-01,192,8552.9549316898
2017-05-27,282,3305.4778573284943
2017-09-25,259,7247.5171676546815
2017-07-01,394,4759.141389272352
2017-04-10,448,2245.005589081756
2017-03-11,666,6487.838934183452
2017-03-19,1079,5617.979501287773
2017-06-26,594,3224.110244225152
2017-05-13,389,2382.86827535752
2017-02-28,579,9623.451749050202
2017-01-18,1091,3491.609048529045
2017-07-14,190,9786.878429485509
2017-02-11,619,4082.0442786425006
2017-03-09,620,8364.113268128414
2017-10-14,260,2399.008245586233
2017-10-15,701,4403.770932847196
2017-01-05,689,8589.955988280819
2017-11-15,881,2714.6693447541275
2017-01-25,120,8989.579963290676
2017-01-09,611,5248.3678793940335
2017-01-09,112,6233.99539784132
2017-06-04,116,3192.8574528375616
2017-07-25,940,3233.031633659988
2017-04-29,811,2161.4558298546253
2017-07-22,936,7599.030489030724
2017-11-16,229,8564.76715144243
2017-11-08,523,1179.7590571274566
2017-04-01,449,2142.520672125741
2017-08-05,129,1948.8361168695037
2017-01-19,816,1698.5469455461603
2017-05-10,222,7944.303234916196
2017-11-11,889,8432.478159176193
2017-11-06,413,3033.814225736649
2017-03-18,241,6289.188610914573
2017-04-04,285,9961.334154671427
2017-09-07,654,3420.1679380171063
2017-09-11,200,4460.380670391903
2017-11-09,576,4275.760883107267
2017-01-29,250,6966.905886616551
2017-10-09,995,5025.354729941668
2017-05-05,212,1906.1268450577154
2017-02-25,854,3383.8064071027347
2017-03-20,1010,3828.2430033245023
2017-09-20,530,6598.563447426736
2017-09-02,590,3280.9645116733
2017-07-10,790,5595.921829706951
2017-09-07,1047,6632.1597451276675
2017-10-01,109,3505.24834948565
2017-04-28,1052,1499.4235915539007
2017-04-20,776,9806.366070947735
2017-05-02,1022,7797.647355815054
2017-08-07,557,8841.48185530257
2017-05-28,343,6091.207375512692
2017-03-20,980,7009.569920714204
2017-04-04,669,4706.1597224882025
2017-07-10,757,2785.0689611704393
2017-07-13,275,1581.1600712398035
2017-12-06,514,8049.106290383832
2017-07-25,696,4442.2011859127715
2017-03-18,633,8684.05821407518
2017-09-04,1003,7798.840551797872
2017-01-15,876,6281.823426747927
2017-09-27,1057,1127.8653794076456
2017-04-06,609,8483.069156263913
2017-04-29,400,7836.693197754431
2017-09-21,245,6090.95669855899
2017-11-05,1055,2090.2073533450684
2017-02-21,1076,8615.700828816447
2017-09-29,400,5413.861886760083
2017-06-23,159,6530.068899776539
2017-04-17,161,2027.0442936810305
2017-10-24,888,5969.668224408726
2017-04-25,721,4603.633977444244
2017-08-02,387,8400.211653285245
2017-04-12,110,4786.424341036616
2017-07-26,223,3182.9029919390564
2017-10-06,410,9929.042736429594
2017-08-19,609,7494.669088575964
2017-07-16,751,4022.541859906584
2017-12-20,172,7654.600890975501
2017-11-17,853,7387.27236440373
2017-10-03,485,9386.714569010766
2017-08-14,452,7380.199091661577
2017-04-10,1015,7147.567171991835
2017-12-16,690,8295.214459689592
2017-06-13,100,5001.107234364081
2017-09-24,113,3099.317829290157
2017-09-27,959,5871.962369578531
2017-11-13,145,1915.744029898654
2017-06-13,851,6504.393264559588
2017-08-01,671,7626.395113259008
2017-10-12,253,7459.19588418278
2017-10-27,894,4294.723064521719
2017-04-24,402,7641.543377706422
2017-01-28,741,8049.929156094399
2017-09-10,676,3093.5664519488114
2017-01-28,677,1209.1407537897978
2017-05-14,894,2964.5322009790816
2017-07-02,934,9303.421852637417
2017-04-21,266,2272.808498789974
2017-08-17,329,6926.492935958396
2017-03-23,555,7366.417230005543
2017-10-19,674,8663.966005846629
2017-03-11,932,8912.160381643891
2017-04-02,408,9465.71710527519
2017-06-27,1003,9350.09019652862
2017-07-21,338,1763.6088553701397
2017-09-14,184,9685.037918662121
2017-09-17,929,2568.312562196007
2017-05-26,444,7182.598097600673
2017-03-15,1040,9496.977867822918
2017-12-22,742,3586.7079026727406
2017-04-20,599,4786.162182539719
2017-11-13,611,5157.387580604676
2017-05-13,409,7604.5116592208615
2017-11-18,659,1647.5383752080547
2017-01-09,751,5363.023755587729
2017-09-03,1064,4678.560697035848
2017-10-30,216,8840.378321470898
2017-11-18,854,4089.8046555986557
2017-09-17,680,1462.0238308977862
2017-06-06,349,6518.614320380829
2017-06-06,121,1782.2330331893734
2017-04-15,274,2598.9531196269154
2017-08-15,145,2885.033665834614
2017-02-01,296,7169.4329869744115
2017-08-21,387,1157.8700843533734
2017-11-09,225,1041.2235448864405
2017-08-07,341,1619.0360219718348
2017-12-05,468,3730.374822260316
2017-04-11,249,6596.382717804103
2017-08-19,1001,8484.534238001072
2017-11-27,608,7042.784023713468
2017-12-06,182,1521.4004078985026
2017-02-20,750,4019.8059858725046
2017-07-26,577,4759.640094107087
2017-08-04,1070,2605.746848630093
2017-03-20,805,2095.474045407872
2017-08-20,1029,9843.049431914447
2017-08-26,489,5470.9952281872775
2017-02-17,330,7778.589525255163
2017-11-12,844,1383.9992855775324
2017-12-08,610,2486.3893306457876
2017-07-01,490,1975.9533237766218
2017-05-29,549,6443.479618709621
2017-01-21,278,7485.519171786306
2017-04-29,244,9802.746139118166
2017-03-23,644,8900.469356895615
2017-04-12,1021,3626.7501438766208
2017-02-25,537,4529.413307843282
2017-12-08,701,9050.383800139898
2017-06-02,306,9931.038405137362
2017-11-25,1011,4610.401447442411
2017-12-18,248,6496.002541907558
2017-02-25,878,1296.697119223405
2017-05-15,114,9843.242408082317
2017-07-05,360,6461.390732102946
2017-06-10,385,9560.716990839805
2017-08-01,465,2092.1676609984615
2017-11-29,586,5311.836170081464
2017-12-09,190,8077.788524044918
2017-05-10,1072,3303.1526421599665
2017-11-22,532,6100.867926627614
2017-07-31,1060,6446.628503528647
2017-09-19,787,9986.762813167948
2017-02-07,1054,8473.048288440219
2017-02-02,985,2341.632249383647
2017-03-16,761,2627.6319430250924
2017-04-19,240,5958.5441399782385
2017-04-02,584,2364.7656871067074
2017-03-07,898,4194.498702210229
2017-08-30,1004,5892.869467485588
2017-06-07,429,3626.8093713949147
2017-06-22,462,8166.891552768396
2017-10-23,467,5122.946087628418
2017-04-26,1065,8793.804215818975
2017-03-24,1018,1880.80601688884
2017-08-21,691,3973.7792715532946
2017-06-01,405,3699.756049595644
2017-12-04,1017,9664.287112820335
2017-03-31,672,8074.338519281335
2017-04-10,493,2861.7008417532093
2017-12-04,629,4613.302767853305
2017-12-02,749,4427.88944973624
2017-03-14,413,3797.577122655178
2017-05-10,847,2110.562454109245
2017-03-29,609,5546.815966023132
2017-03-27,919,4834.537176585135
2017-06-07,800,5666.6206466966505
2017-12-16,250,9623.280331348133
2017-10-20,528,5620.661193248336
2017-09-09,893,8834.601698155368
2017-06-09,380,4516.805314895795
2017-07-14,974,8010.842647660611
2017-05-25,620,1770.055251214649
2017-11-04,438,8723.846220041289
2017-01-23,626,2703.207373914668
2017-06-18,1020,9155.667576141657
2017-01-11,1068,2888.362291321175
2017-05-23,455,4190.651883480905
2017-12-02,198,5508.953322608334
2017-12-03,282,7752.153785866977
2017-12-06,977,2220.614945778476
2017-09-25,399,6061.078406518049
2017-09-02,177,4676.206419261535
2017-06-06,473,8746.632690158385
2017-10-04,347,7009.704110784422
2017-11-30,1039,1605.279920626069
2017-07-24,598,9951.429058384014
2017-02-08,990,2929.5815830218007
2017-11-30,653,6893.852559515478
2017-08-22,475,4961.4832424084725
2017-03-05,1077,1195.4745431476276
2017-11-19,826,4873.1450680014
2017-09-11,703,9185.182646245725
2017-04-07,426,7978.154821263252
2017-01-27,297,6238.749528129273
2017-04-16,293,1441.9406329108413
2017-10-25,110,1737.663873352592
2017-12-07,119,4500.3194471811585
2017-09-29,278,4731.54002497962
2017-10-22,648,1300.1939871249624
2017-11-03,954,4848.540208641503
2017-11-01,922,5607.367739040318
2017-03-08,845,9642.954552248611
2017-04-28,259,8897.383966769074
2017-04-12,833,4783.582078625108
2017-01-19,325,4451.319193402063
2017-03-22,892,8293.83960917149
2017-09-26,186,1318.0897108501215
2017-12-13,675,3597.2024155638182
2017-05-24,784,7856.032251857474
2017-03-09,996,2523.8789915813495
2017-07-20,158,4722.834580788132
2017-07-25,557,1634.789071401408
2017-08-10,167,3486.6550538346014
2017-01-09,756,9762.13116450294
2017-11-13,289,8035.735792614419
2017-09-28,801,3734.9788614359036
2017-03-20,623,6469.609145833458
2017-11-25,281,6602.530451135041
2017-11-27,455,4742.5340281708395
2017-10-07,697,1017.7247808543445
2017-04-19,786,5065.848588011248
2017-09-16,320,4287.905447948714
2017-10-15,908,2667.764457235685
2017-08-23,1046,5194.294696258627
2017-12-03,374,7798.584899532604
2017-01-28,182,5305.382446178438
2017-07-08,733,9737.992574098718
2017-06-04,630,3603.1254615947328
2017-06-29,503,9113.646640946476
2017-04-10,660,7682.023613480189
2017-01-25,706,9112.652556518198
2017-02-25,806,2114.085286176195
2017-04-03,861,4018.415791621024
2017-01-20,324,8144.598477781814
2017-11-04,799,7773.93083408529
2017-10-28,116,5919.196329443926
2017-09-23,164,7893.340262443216
2017-11-04,664,5743.331691496226
2017-09-12,1008,4691.329924954047
2017-11-19,859,6986.9255059223815
2017-05-08,489,4070.911552407285
2017-07-10,345,2490.273808449899
2017-04-02,434,4250.634479340559
2017-09-20,240,4901.85865199862
2017-10-01,587,3231.9749594113655
2017-09-09,694,7819.147480646738
2017-04-09,322,1442.5812112351998
2017-11-20,336,5332.202333494028
2017-09-06,818,8699.574349155386
2017-08-18,155,2982.0633475619406
2017-04-08,131,1200.5949172147896
2017-01-13,235,1101.7614128416358
2017-04-15,746,3982.6506175942523
2017-07-27,942,1235.4459049371799
2017-01-10,303,1495.2287832121244
2017-09-07,116,3429.8392102124267
2017-03-29,408,6564.85661343351
2017-11-13,442,5143.828863386484
2017-04-10,560,1573.278944392911
2017-01-18,562,4712.088922895422
2017-01-16,820,4879.484342191661
2017-06-16,921,7324.204705130594
2017-09-16,175,7292.815222489514
2017-12-08,991,2332.7360272981887
2017-07-06,977,6985.694096994541
2017-06-18,436,3585.806010536679
2017-04-05,328,7719.566866779454
2017-09-09,1096,2202.7433345670693
2017-07-11,419,3368.491699138261
2017-09-30,295,5305.87498939073
2017-10-06,212,8140.66128108076
2017-10-25,760,1145.634483477643
2017-11-02,694,1766.057059342562
2017-09-16,930,5990.892849475355
2017-07-06,852,2324.382312935883
2017-05-30,290,2731.7884246480216
2017-10-14,737,6359.309190080064
2017-07-26,291,3651.0328591831794
2017-04-11,1040,7201.444041532045
2017-02-26,704,8134.2327000732375
2017-09-01,321,5200.39448667431
2017-02-27,350,2069.981910859744
2017-04-24,1007,1789.1286968195604
2017-02-20,238,1123.2829919602939
2017-05-04,579,1784.8003353296056
2017-08-20,480,6311.114813543153
2017-07-26,301,7013.349082843246
2017-06-08,209,3963.1625508185593
2017-07-02,528,5735.852280572809
2017-06-03,1050,8607.465850462788
2017-08-06,687,3915.6575807605636
2017-04-16,821,8594.147609983698
2017-07-10,694,5479.324560197016
2017-05-01,557,7142.030338323919
2017-11-15,476,5438.364789549588
2017-05-24,1091,8996.544908789485
2017-07-27,694,4836.555502408831
2017-11-10,487,1258.560524898261
2017-07-14,403,7590.191853173461
2017-10-08,411,2719.0382816153515
2017-03-16,512,4530.175127323488
2017-04-30,784,2074.7367536590154
2017-01-18,145,4064.799165320944
2017-10-16,425,1359.8680668265752
2017-01-26,941,4450.820859691203
2017-04-16,265,1026.2475078388227
2017-01-31,944,3892.9413191401577
2017-11-25,1028,3078.508178769965
2017-03-02,359,8117.534776541476
2017-11-04,1097,7345.9195406442495
2017-03-26,690,7659.001231685116
2017-07-17,382,9278.095187711708
2017-03-27,385,3083.1597852810687
2017-01-05,505,8005.158274657825
2017-05-21,254,7452.233803370131
2017-03-04,890,1148.0489847938716
2017-05-13,660,3341.49386921774
2017-10-22,424,1545.0114887112527
2017-12-07,354,3024.9534747489843
2017-10-26,590,9174.511433244796
2017-09-12,1009,7605.2851151879395
2017-05-22,825,9275.596136179704
2017-04-09,149,6621.209346421814
2017-01-29,397,4001.8051964484457
2017-06-14,845,7013.675927047718
2017-08-28,236,5134.717344093652
2017-09-21,748,6979.784874249946
2017-11-19,818,2399.9039021236404
2017-08-01,894,6966.973129806512
2017-09-17,572,3087.173801996381
2017-01-14,136,4646.766417089133
2017-05-05,723,6484.6584320059965
2017-02-17,736,9562.25602407751
2017-08-18,464,2986.3382064177003
2017-02-04,245,3916.014099191596
2017-06-21,779,7162.494668653588
2017-12-10,257,7387.886640908129
2017-03-28,1050,7710.3989138282095
2017-05-05,823,9824.068833622163
2017-01-03,968,6896.528129420743
2017-01-18,602,8774.441833270552
2017-01-24,261,9312.436664384233
2017-05-13,652,9435.957512444123
2017-02-01,644,3592.829323486417
2017-12-20,619,5348.633226840593
2017-04-14,187,9910.828665366053
2017-09-21,623,9454.857835822546
2017-04-12,757,7705.060500300196
2017-05-09,486,5115.6072379231155
2017-07-11,295,1353.3483063894928
2017-08-09,544,4235.166732129823
2017-11-22,326,5368.706002307264
2017-05-14,1058,6930.674257881375
2017-11-30,1075,2348.0393205906967
2017-01-10,277,1972.434581460251
2017-12-16,830,2736.95076312915
2017-03-16,200,3275.327660526423
2017-02-23,414,8741.198405251846
2017-02-17,972,1168.0786850202098
2017-01-04,931,2976.0247294393866
2017-05-09,875,1517.4085968233744
2017-10-09,582,8136.189095948428
2017-02-19,567,9755.567333818532
2017-02-14,258,2485.2002495132656
2017-12-08,412,8209.652196563686
2017-11-22,840,6052.296651720932
2017-07-16,183,8156.092444680186
2017-12-19,1001,7539.055538149504
2017-02-13,946,9480.189793934218
2017-08-21,418,9259.945842306823
2017-12-17,659,8537.928734000954
2017-04-01,593,1718.3452036088984
2017-03-05,393,8316.0307677998
2017-11-10,1062,1060.2785699793812
2017-01-07,796,2599.206834818688
2017-10-31,815,4542.3738781248185
2017-10-29,1015,2344.6854150736826
2017-01-12,132,9406.52360737033
2017-06-03,486,6394.703066222431
2017-10-29,138,4012.923428904148
2017-04-09,782,4212.035225131036
2017-03-26,194,3823.373730677395
2017-08-04,844,5956.874166252219
2017-11-11,674,1533.159651052274
2017-08-13,472,5276.763092788189
2017-05-30,339,1870.6605110062328
2017-01-24,1048,4285.38249314227
2017-02-10,913,4380.459946100512
2017-07-11,479,8791.774372293494
2017-01-06,985,6145.225733318268
2017-10-18,135,5729.640349840598
2017-07-12,1030,1241.2130831505974
2017-10-31,453,4553.299022517639
2017-12-08,640,4080.4582180249486
2017-01-10,305,6569.009097406464
2017-01-09,224,3223.4199880914057
2017-08-03,320,2324.3845951330422
2017-04-05,620,5499.945470566344
2017-11-27,1052,6208.508893614039
2017-04-10,772,5013.497461911693
2017-02-22,186,3093.6375655395495
2017-08-10,189,8713.456339954399
2017-09-18,788,4264.824846414778
2017-11-24,172,4580.336156341569
2017-04-20,762,6558.6121939018385
2017-09-10,255,9394.370978389048
2017-04-03,151,6592.239030506186
2017-07-14,415,1374.823521536567
2017-06-15,197,8517.673401072834
2017-05-18,832,8919.189433383583
2017-10-07,982,8220.752923258984
2017-04-05,288,8525.6436039415
2017-07-23,456,6873.673049977029
2017-05-25,1027,7213.258318800632
2017-09-28,562,2366.0984743451213
2017-11-18,555,3764.3097802080174
2017-03-29,583,7191.781033115117
2017-07-27,551,9317.066570907096
2017-09-22,214,7220.464881912565
2017-06-05,728,1975.1917489821717
2017-08-26,952,8198.981045632998
2017-06-09,742,5109.138059278795
2017-05-07,868,1599.0129236554071
2017-04-01,347,2879.9165118920264
2017-06-15,285,8840.868553076936
2017-12-04,468,7969.348311431277
2017-11-19,195,6913.318647021981
2017-03-01,566,2923.9446382975875
2017-08-05,467,3235.258402186344
2017-12-03,330,9673.033949870556
2017-02-23,628,1919.1580565927793
2017-02-09,458,6475.032217992588
2017-06-24,467,1301.65693083317
2017-09-23,1032,7100.400927428959
2017-08-23,613,8269.017993420106
2017-10-25,912,2436.3859285287517
2017-01-15,720,9808.572427267036
2017-04-30,941,6268.70362861222
2017-11-01,369,3863.7530985461385
2017-10-17,1001,5437.451804668451
2017-12-23,983,5806.826913376376
2017-11-27,955,3389.1448240649206
2017-09-27,622,4278.05264345645
2017-09-03,866,8905.33141889235
2017-07-24,817,4672.619313691543
2017-11-05,1026,2750.6152134776703
2017-02-27,913,5066.655896589435
2017-10-30,129,1552.8278410386658
2017-01-21,1028,9479.118579999162
2017-06-24,652,3551.7557675430535
2017-07-06,180,2028.683469242199
2017-10-26,328,5163.974387377127
2017-03-19,176,4224.2354345711365
2017-08-19,627,3775.750512093205
2017-12-20,417,3953.3063738797573
2017-10-08,395,2918.5133084586046
2017-09-12,225,2862.7528322410367
2017-06-14,165,7714.953847797317
2017-05-03,248,8220.880934737004
2017-09-15,894,5806.074049464402
2017-11-23,393,5916.9604616631
2017-08-06,994,5769.271582129256
2017-10-05,223,9142.401333824802
2017-07-13,657,2678.2415004161426
2017-08-26,1079,7069.277212475247
2017-03-30,765,1356.0704423048273
2017-11-04,1031,5089.425367242231
2017-01-06,813,4053.098132419337
2017-04-05,1072,9262.228311933888
2017-02-28,610,3090.4853895657566
2017-05-14,472,4652.031687594135
2017-06-23,199,4547.892097836907
2017-03-14,770,5245.635070703952
2017-11-28,687,7446.3933453785385
2017-12-12,331,3340.4543584882863
2017-01-06,409,6296.699928352319
2017-04-11,340,5305.110524916714
2017-02-25,600,8719.77239396867
2017-08-02,960,3312.791511389846
2017-09-16,987,4116.4940510872
2017-09-21,156,2787.6933914827523
2017-12-22,681,8600.258560333099
2017-12-07,640,1250.2033858868822
2017-01-04,982,7959.499307105893
2017-07-30,1012,5349.265188617123
2017-10-02,216,4923.071683727856
2017-08-05,954,8281.583296675151
2017-01-27,856,6118.223210237037
2017-01-22,891,2800.47628314533
2017-07-27,864,7827.54248546932
2017-10-10,110,7739.825190683572
2017-05-09,106,7805.278731889784
2017-08-05,384,9939.556681651351
2017-06-28,179,8814.145331324635
2017-11-05,366,4559.20249174558
2017-08-03,131,4648.360447901732
2017-02-25,1053,2200.21299731008
2017-08-30,263,6406.447186825622
2017-08-18,485,4996.115963549282
2017-06-28,244,5985.165047059545
2017-10-11,872,3153.4363550555795
2017-11-21,602,6846.786318535988
2017-01-21,642,3454.190604334526
2017-01-26,866,6181.705965775483
2017-06-06,931,3852.1365007446034
2017-12-09,994,1145.0354980629918
2017-06-10,1023,4831.816726999896
2017-10-05,565,9189.384250333434
2017-01-02,389,4917.304293181556
2017-09-11,701,1500.8517385750488
2017-04-24,611,4764.765112416813
2017-04-04,864,4238.354486807533
2017-07-30,958,6845.416602954531
2017-10-18,126,6252.989430549065
2017-05-11,242,2896.0876174236405
2017-07-25,477,8477.360575502482
2017-01-23,481,9935.435493993265
2017-08-06,873,5935.615874419989
2017-04-19,676,6625.435491534234
2017-06-30,255,1707.4167784610916
2017-10-27,1067,8268.45763550065
2017-08-06,586,6423.647842818707
2017-05-03,125,2256.113789745637
2017-03-14,623,8572.408623290346
2017-07-01,343,5012.719486056691
2017-10-03,945,6496.207750310818
2017-03-11,674,1673.2387649278994
2017-01-06,309,9765.67835240023
2017-02-13,594,9174.66385346773
2017-03-06,304,2988.996372059769
2017-06-06,104,6717.686346109359
2017-07-25,1099,5699.637423992967
2017-02-20,511,7549.6151610786665
2017-11-21,708,5471.230900318815
2017-01-21,313,1308.5254003760601
2017-07-28,601,8012.700559083418
2017-01-29,316,6562.9378045277745
2017-01-28,404,6083.034870717512
2017-12-18,875,7699.302988708141
2017-10-16,1049,8065.899038430287
2017-06-01,426,4476.841988481447
2017-02-23,173,8962.56437399563
2017-08-29,869,7361.912647908557
2017-03-16,1016,4184.62726845829
2017-05-20,215,1845.8053324209363
2017-09-03,513,4353.497902241521
2017-12-05,512,8235.162854091994
2017-04-21,601,8382.541018832388
2017-04-22,341,3986.332727024176
2017-06-03,843,1997.740813983667
2017-07-06,847,8312.161962047529
2017-03-17,643,1896.3772122499793
2017-05-17,651,8746.499084314539
2017-10-09,749,3686.7657991281244
2017-02-25,429,7721.675589224752
2017-02-12,633,9057.140447937647
2017-02-18,465,8166.013629954697
2017-02-09,671,3064.3743217568094
2017-07-19,799,6853.50786798422
2017-10-03,790,7919.307340800416
2017-11-27,245,6099.053553613239
2017-09-29,577,2015.1629999699883
2017-04-26,1000,3004.087187880804
2017-05-30,845,6200.848772577181
2017-06-26,653,1592.5265425438834
2017-12-22,889,8945.57877252641
2017-06-29,741,7303.584526470132
2017-03-23,392,1184.9891625912026
2017-06-13,316,7548.7999445348405
2017-08-25,779,4228.969752214034
2017-05-13,325,4205.540863183964
2017-09-23,439,1900.004726001362
2017-01-03,299,4398.741904562756
2017-02-10,110,8173.266816560304
2017-06-16,499,9637.011297639874
2017-04-14,849,9276.15289410235
2017-04-17,508,5404.7605854681715
2017-09-23,1089,2954.6773012310455
2017-01-17,139,9934.831336018977
2017-11-20,1038,9743.032819717751
2017-01-18,518,6143.276511965045
2017-04-13,449,3163.287114787974
2017-10-20,947,9650.397035117881
2017-06-03,911,3203.1939953918195
2017-12-09,178,2348.9532357425273
2017-08-24,514,6692.552834290683
2017-03-28,298,4764.8793068492505
2017-08-06,1068,3357.03092274777
2017-11-28,560,7509.419169277435
2017-10-29,497,2697.9427917178646
2017-12-04,569,7767.884608187696
2017-08-07,671,3714.342824382647
2017-02-10,1071,4426.724424179694
2017-10-25,797,4404.6438004585
2017-09-17,981,6292.7930878497455
2017-09-27,491,2963.977283780849
2017-10-13,1037,6678.010683840127
2017-06-14,561,8768.791835867625
2017-02-06,910,8477.269584266498
2017-09-12,469,8080.402888564158
2017-08-27,219,2343.572106424128
2017-07-22,910,7811.950770761505
2017-07-04,497,6449.589122022447
2017-05-17,194,1238.25271662641
2017-06-08,178,4399.778700620065
2017-01-12,1086,2049.075752651658
2017-08-06,515,7016.732188701627
2017-07-27,829,1858.70158031241
2017-10-30,404,3778.5948257448026
2017-10-17,846,2020.8590315065537
2017-02-26,377,5564.227360672992
2017-12-05,594,7394.087662020543
2017-05-15,658,5617.821748518173
2017-04-15,296,1342.437552181836
2017-12-12,560,9691.245572214608
2017-11-17,304,9734.611557064873
2017-10-11,120,1436.0250760009933
2017-06-18,949,9559.976100929933
2017-06-07,295,5053.261222021021
2017-02-17,776,1289.4046125322545
2017-12-21,1040,1131.013727033073
2017-06-30,652,8808.804143621011
2017-06-23,639,1540.797707228638
2017-05-04,298,4186.936484247324
2017-09-06,884,7583.288894582775
2017-11-22,804,5029.846432121651
2017-06-01,548,7750.643369844904
2017-03-26,454,9936.643216840344
2017-05-30,948,6703.173383533011
2017-02-12,287,4626.795466167379
2017-12-08,749,7026.846968130373
2017-11-28,796,3626.0221709635043
2017-07-02,515,7538.183945737674
2017-05-05,498,2990.3304797776063
2017-01-15,144,2458.694217981228
2017-09-26,324,4907.960933582246
2017-03-10,322,1082.8442831264535
2017-02-14,506,7611.216137199312
2017-03-01,880,3940.46217067985
2017-06-11,475,7635.706484638521
2017-02-04,766,2043.5252340648583
2017-10-07,134,2773.3900109006895
2017-11-16,607,1536.9890850972233
2017-05-22,256,7762.928789729654
2017-10-22,842,8852.619078946042
2017-08-13,996,8688.064831152074
2017-12-01,551,9123.951994020194
2017-06-05,1043,4846.415902492236
2017-06-12,925,5206.895489950527
2017-12-09,386,2783.54986439068
2017-03-17,202,2542.864788371474
2017-12-18,189,3464.153005915988
2017-11-26,278,7504.791073714667
2017-09-06,718,9496.985699570609
2017-10-03,753,7803.471578123142
2017-09-07,766,9961.041602891406
2017-02-24,518,1210.6674320526995
2017-09-01,176,8333.97723958996
2017-11-09,379,6690.525828241213
2017-02-28,232,5628.590546341694
2017-08-25,696,5086.679244917477
2017-09-04,391,8744.822927872661
2017-10-15,549,7150.744078240474
2017-04-18,608,7609.97034807766
2017-12-14,590,7547.965019066268
2017-09-16,551,4261.764769587462
2017-09-07,662,6935.749633976378
2017-03-15,401,8214.213771031613
2017-04-01,927,2124.0466827832975
2017-02-11,612,9295.916241391029
2017-08-21,200,2716.7550308757436
2017-03-27,895,5536.268097999091
2017-06-07,266,3019.287046110884
2017-05-30,380,6062.014996118487
2017-11-22,356,7454.618094244515
2017-05-29,146,4204.700229668065
2017-08-18,824,2046.860521217276
2017-08-10,1079,9758.215301745673
2017-04-15,239,2914.6973802412886
2017-08-18,590,7508.690818521905
2017-07-31,713,3420.2961575974714
2017-02-04,730,8178.004364274938
2017-02-10,394,6111.95563245762
2017-05-19,421,6810.9587782745975
2017-05-20,1083,1714.6239717099493
2017-04-04,972,9667.709693021237
